release_partition,use_for_training,exclusion_reason,anchor_compound,anchor_source,pubchem_cid,compound_name,SMILES,tanimoto_to_anchor,pubchem_bioassay_count,atp_synthase_activity,antibacterial_activity,link,notes
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118585038,"N-(3-benzylsulfanylpropyl)-N'-tert-butyl-N'-cyclopentylpropane-1,3-diamine",CC(C)(C)N(CCCNCCCSCC1=CC=CC=C1)C2CCCC2,0.189,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118585038,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118585200,"N-(2-benzylsulfanylethyl)-N'-butyl-N'-cyclopentylethane-1,2-diamine",CCCCN(CCNCCSCC1=CC=CC=C1)C2CCCC2,0.189,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118585200,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118585001,"N-(2-benzylsulfanylethyl)-N'-butan-2-yl-N'-cyclopentylethane-1,2-diamine",CCC(C)N(CCNCCSCC1=CC=CC=C1)C2CCCC2,0.188,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118585001,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118585072,"N-(3-benzylsulfanylpropyl)-N'-(cyclopentylmethyl)-N'-ethylpropane-1,3-diamine",CCN(CCCNCCCSCC1=CC=CC=C1)CC2CCCC2,0.188,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118585072,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118584863,"N-(3-benzylsulfanylpropyl)-N'-butyl-N'-(cyclopentylmethyl)propane-1,3-diamine",CCCCN(CCCNCCCSCC1=CC=CC=C1)CC2CCCC2,0.186,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118584863,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118584882,"N-(3-benzylsulfanylpropyl)-N'-(cyclopentylmethyl)-N'-propan-2-ylpropane-1,3-diamine",CC(C)N(CCCNCCCSCC1=CC=CC=C1)CC2CCCC2,0.186,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118584882,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118584910,"N-(3-benzylsulfanylpropyl)-N'-tert-butyl-N'-(cyclopentylmethyl)propane-1,3-diamine",CC(C)(C)N(CCCNCCCSCC1=CC=CC=C1)CC2CCCC2,0.186,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118584910,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,19007295,"6-[2-(1-Benzylpiperidin-4-yl)sulfanylethyl]-2-(2,3-dihydropyrrol-1-ylsulfanylmethyl)-3-(trifluoromethoxy)cyclohexa-2,4-dien-1-imine",C1CN(C=C1)SCC2=C(C=CC(C2=N)CCSC3CCN(CC3)CC4=CC=CC=C4)OC(F)(F)F,0.184,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/19007295,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118584941,"N-(2-benzylsulfanylethyl)-N'-butan-2-yl-N'-(cyclopentylmethyl)ethane-1,2-diamine",CCC(C)N(CCNCCSCC1=CC=CC=C1)CC2CCCC2,0.184,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118584941,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,132577135,"N-[(1Z)-1-benzylsulfanyl-2-methoxybuta-1,3-dienyl]cyclopentanimine",CO/C(=C(/N=C1CCCC1)\SCC2=CC=CC=C2)/C=C,0.183,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/132577135,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,118585138,"N-(3-benzylsulfanylpropyl)-N'-(cyclopentylmethyl)-N'-(3-methylbutan-2-yl)propane-1,3-diamine",CC(C)C(C)N(CCCNCCCSCC1=CC=CC=C1)CC2CCCC2,0.182,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/118585138,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,91218006,"(E)-3-benzyl-N'-[(2-ethoxy-5-ethylcyclohexa-1,3-dien-1-yl)sulfanylmethyl]hex-2-enimidamide",CCC/C(=C\C(=NCSC1=C(C=CC(C1)CC)OCC)N)/CC2=CC=CC=C2,0.167,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/91218006,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,91457828,"2-benzyl-N-[[5,6-di(ethylidene)-2-methoxycyclohexa-1,3-dien-1-yl]methyl]cyclopropan-1-amine",CC=C1C=CC(=C(C1=CC)CNC2CC2CC3=CC=CC=C3)OC,0.15,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/91457828,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,141855403,"trans-(3R,9R)-3-[(4-methoxy-5-methylcyclohepta-1,3,5-trien-1-yl)methyl]-2,5,11,14-tetramethylidene-12-(2-methylpropyl)-9-[1-(2-phenylcyclopropyl)ethyl]-1,4-diazacyclohexadecane",CC1=CCC(=CC=C1OC)C[C@@H]2C(=C)NCCC(=C)CC(C(=C)C[C@@H](CCCC(=C)N2)C(C)C3CC3C4=CC=CC=C4)CC(C)C,0.148,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/141855403,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,142175949,"tributyl-[(2E)-3-(4-fluorophenyl)-1,6,7,8-tetrahydro-1,4-diazocin-2-yl]-lambda4-sulfane",CCCCS(CCCC)(CCCC)/C/1=C(/N=CCCCN1)\C2=CC=C(C=C2)F,0.144,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/142175949,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,72639543,"2-[[3-[(3-ethyl-4,5-dihydro-2H-1,3-benzothiazol-2-yl)methylidene]-5-phenylcyclohexen-1-yl]methylidene]-3,5-dimethyl-4,5-dihydro-1,3-benzoxazole",CCN1C(SC2=C1CCC=C2)C=C3CC(CC(=C3)C=C4N(C5=C(O4)C=CC(C5)C)C)C6=CC=CC=C6,0.139,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/72639543,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,142223366,"ethyl-[2-[(3E)-4-[[3-ethyl-6-[(E)-2-phenylethenyl]-3a,7a-dihydro-2H-1,3-benzothiazol-2-yl]methyl]hexa-1,3-dien-2-yl]sulfanyl-4,5-dimethylcyclohexa-1,5-dien-1-yl]azanium",CC/C(=C\C(=C)SC1=C(C=C(C(C1)C)C)[NH2+]CC)/CC2N(C3C=CC(=CC3S2)/C=C/C4=CC=CC=C4)CC,0.135,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/142223366,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,60068017,"(2Z)-2-[[(3E)-3-[(3-ethyl-2,3,4,5-tetrahydro-1,3-benzothiazol-3-ium-2-yl)methylidene]-5-phenylcyclohexen-1-yl]methylidene]-3,5-dimethyl-4,5-dihydro-1,3-benzoxazole",CC[NH+]1C(SC2=C1CCC=C2)/C=C/3\CC(CC(=C3)/C=C\4/N(C5=C(O4)C=CC(C5)C)C)C6=CC=CC=C6,0.128,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/60068017,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,141856815,"[4-[(2R)-2-[[(3E)-7,8-dimethyl-9-phenylnona-1,3-dien-2-yl]amino]-3-[[(2S)-2-methylbut-3-enyl]amino]but-3-enyl]-6-methylcyclohexa-1,5-dien-1-yl] cyanate;ethane",CC.CC1=CC(CC=C1OC#N)C[C@H](C(=C)NC[C@@H](C)C=C)NC(=C)/C=C/CCC(C)C(C)CC2=CC=CC=C2,0.127,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/141856815,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,19936419,"4-methyl-5-[3-(4-phenyl-1,2,3,6-tetrahydropyridin-2-yl)propyl]-5H-1,3-thiazol-2-one;hydrochloride",CC1=NC(=O)SC1CCCC2CC(=CCN2)C3=CC=CC=C3.Cl,0.126,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/19936419,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,135270717,"(3Z)-N-[(2-fluorophenyl)methyl]-5-imino-5-[5-methoxy-3-(1-methylsulfanylethyl)-2H-pyrrol-4-yl]penta-1,3-dien-2-amine",CC(C1=C(C(=NC1)OC)C(=N)/C=C\C(=C)NCC2=CC=CC=C2F)SC,0.125,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/135270717,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,143891347,"methyl (1Z)-N-[1-(azepan-3-yl)ethenyl-[6-ethenyl-7-[(Z)-prop-1-enyl]-2,3,4,5-tetrahydrooxepin-5-yl]amino]-2-(2,5-difluorophenyl)ethanimidothioate",C/C=C\C1=C(C(CCCO1)N(C(=C)C2CCCCNC2)/N=C(/CC3=C(C=CC(=C3)F)F)\SC)C=C,0.118,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/143891347,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,126658436,"(2S,4Z,6Z)-N-benzyl-7-ethoxy-6-methoxy-3-methylidene-1-methylsulfonylocta-4,6-dien-2-amine",CCO/C(=C(/C=C\C(=C)[C@@H](CS(=O)(=O)C)NCC1=CC=CC=C1)\OC)/C,0.112,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/126658436,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,136457362,"6-(3,5-dimethylphenyl)-N-(2,3,4,5-tetrahydro-1-benzofuran-6-ylmethyl)-4a,7a-dihydro-3H-thieno[3,2-d]pyrimidin-4-imine",CC1=CC(=CC(=C1)C2=CC3C(S2)C(=NCC4=CC5=C(CC4)CCO5)NC=N3)C,0.095,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/136457362,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,129126154,"(2S,4Z,6Z)-7-ethoxy-6-methoxy-3-methylidene-1-methylsulfonyl-N-[(1S)-1-phenylethyl]octa-4,6-dien-2-amine",CCO/C(=C(/C=C\C(=C)[C@@H](CS(=O)(=O)C)N[C@@H](C)C1=CC=CC=C1)\OC)/C,0.091,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/129126154,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,173974971,"3-N-methyl-1-N-[(4-methylphenyl)methyl]-3-N-[1-[2-(propylideneamino)-5-(2,2,2-trifluoroethyl)-2,3-dihydrothiophen-3-yl]ethenyl]cyclopentane-1,3-diamine",CCC=NC1C(C=C(S1)CC(F)(F)F)C(=C)N(C)C2CCC(C2)NCC3=CC=C(C=C3)C,0.09,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/173974971,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,89018188,"2-(4-fluorophenyl)-5-(1-methoxyethenyl)-N-[1-(4-methylcyclohex-3-en-1-yl)ethenyl]-N-propan-2-yl-2,3-dihydrothiophen-4-amine",CC1=CCC(CC1)C(=C)N(C2=C(SC(C2)C3=CC=C(C=C3)F)C(=C)OC)C(C)C,0.087,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/89018188,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,89965343,"(3Z,5E,8Z,10Z)-6-ethenyl-3-(1-methoxyprop-2-enylidene)-4,7-dimethyl-N-[(Z)-1-phenylbut-1-en-2-yl]dodeca-5,8,10-trien-1-amine",CC/C(=C/C1=CC=CC=C1)/NCC/C(=C(\C=C)/OC)/C(C)/C=C(\C=C)/C(C)/C=C\C=C/C,0.086,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/89965343,仅相似性检索命中；生物活性未核实
quarantine,False,No measured ATP-synthase or antibacterial endpoint; similarity was low and not reproducible against supplied internal anchor structures,WSA288 (吡啶系列),IN-2为项目内部参考配体(结构公开于ACS Infect Dis 2023); WSA236/WSA288为公开SAR系列成员,141778878,ethane;(3R)-N-[3-[(3R)-2-iminohexan-3-yl]sulfanylprop-1-en-2-yl]-2-methyl-5-(2-methylphenyl)hept-1-en-3-amine;N-[(Z)-2-methylbut-2-enyl]pent-1-en-2-amine,CC.CC.CC.CCC[C@H](C(=N)C)SCC(=C)N[C@H](CC(CC)C1=CC=CC=C1C)C(=C)C.CCCC(=C)NC/C(=C\C)/C,0.081,not_checked,unknown,unknown,https://pubchem.ncbi.nlm.nih.gov/compound/141778878,仅相似性检索命中；生物活性未核实
